Company Name,Address,City,State,ZIP Code,County,Neighborhood,Phone Number Combined,Website,Primary SIC Description,SIC Code 1,Cuisine Code Description,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Twitter,Facebook,Record Type,WhatTypes,Rating
Chili's Grill & Bar,2620 N Sepulveda Blvd # B,Manhattan Beach,CA,90266,Los Angeles,Manhattan Village,(310) 546-5847,Chilis.Com,,581208,AMERICAN,1100,2300,1100,2300,1100,2300,1100,Open 24 Hours,1100,Open 24 Hours,1100,2300,http://twitter.com/intent/follow,http://www.facebook.com/chilis/,Verified,Restaurants,5.32
Castillos Mexican Grill,10635 Imperial Hwy,Norwalk,CA,90650,Los Angeles,Norwalk,(562) 929-3271,Wearewarehouse.Com,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,3.25
Pan American Restaurant,2601 W Temple St,Los Angeles,CA,90026,Los Angeles,Echo Park,(213) 386-2083,Panamericannightclub.Com,,581208,AMERICAN,Closed,,800,1400,800,1400,800,1400,800,1400,800,1400,http://twitter.com/panamnightclub,http://www.facebook.com/panamericannightclub,Verified,Restaurants,3.61
El Pollo Loco,12930 Foothill Blvd,Sylmar,CA,91342,Los Angeles,San Fernando,(818) 365-2840,Elpolloloco.Com,,581208,MEXICAN,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,http://twitter.com/elpolloloco,http://www.facebook.com/pages/el-pollo-loco/119626964714306,Verified,Restaurants,5.32
Fatburger,501 E Albertoni St # C,Carson,CA,90746,Los Angeles,,(310) 225-5535,Fatburger.Com,,581208,BURGERS,1000,2300,1000,2300,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,2300,http://twitter.com/fatburger,http://www.facebook.com/fatburger/,Verified,Restaurants,4.34
Thai Sa,10645 1/2 Burbank Blvd,North Hollywood,CA,91601,Los Angeles,,Not Available,,,581208,THAI,,,,,,,,,,,,,,,Verified,Restaurants,1.50
Bianca's Deli,1307 N Vermont Ave # B,Los Angeles,CA,90027,Los Angeles,,(323) 669-1829,Biancasdeli.Com,,581208,DELI,800,1500,800,1500,800,1500,800,1500,Closed,,Closed,,,,Verified,Restaurants,1.04
Domino's,1865 Lincoln Blvd # 3,Santa Monica,CA,90404,Los Angeles,Pico,(310) 396-9696,Dominos.Com,,581222,,1000,200,1000,200,1000,200,1000,300,1000,300,1000,200,http://twitter.com/dominos,http://www.facebook.com/dominos,Verified,Restaurants,2.48
Fresh Salads Inc,14006 Riverside Dr # 249,Sherman Oaks,CA,91423,Los Angeles,Sherman Oaks,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,,3.43
Zin Bistro Americana,32131 Lindero Canyon Rd # 111,Westlake Village,CA,91361,Los Angeles,,(818) 865-0095,Zinwestlake.Com,,581208,BISTRO,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2100,http://twitter.com/zinbistro,http://www.facebook.com/zinbistro,Verified,Restaurants,2.20
Arde's Bistro,4315 W Riverside Dr,Burbank,CA,91505,Los Angeles,,(818) 729-8463,Ardesbistro.Com,,581208,BISTRO,1100,2000,1100,2000,1100,2000,1100,2000,Closed,,Closed,,,https://www.facebook.com/pages/ardes-bistro/120831711265779,Verified,,4.63
Ameci Pizza & Pasta,16858 San Fernando Mission Blv,Granada Hills,CA,91344,Los Angeles,Granada Hills South,(818) 363-0484,Amecipizzaandpasta.Com,,581222,,,,,,,,,,,,,,,,Verified,Restaurants,5.57
SUBWAY,3112 Glendale Blvd,Los Angeles,CA,90039,Los Angeles,,(323) 661-3800,Subway.Com,,581208,DELI,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,1.80
Alameda Deli Market,906 S Glenoaks Blvd,Burbank,CA,91502,Los Angeles,,(818) 729-9391,,,541105,,,,,,,,,,,,,,,,Verified,Restaurants,4.60
Los Feliz Cafe,3207 Los Feliz Blvd,Los Angeles,CA,90039,Los Angeles,,(323) 661-2355,Losfelizcafe.Com,,581208,AMERICAN,700,1700,700,1700,700,1700,700,1700,700,1700,700,1600,,https://www.facebook.com/losfelizcafeeatz,Verified,Restaurants,3.11
DRNK Coffee + Tea,1528 N Vermont Ave,Los Angeles,CA,90027,Los Angeles,,(323) 660-1232,Drnkcoffee.Com,,581228,,600,2200,600,2200,600,2200,600,2200,730,2130,730,2130,http://twitter.com/drnkcoffee,http://www.facebook.com/258011801021969,Verified,Restaurants,1.64
Johnny Rockets,1000 Universal Studios Bl #130,Universal City,CA,91608,Los Angeles,Universal City,(818) 505-3957,Johnnyrockets.Com,,581208,BURGERS,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,1900,http://twitter.com/johnnyrockets,http://www.facebook.com/johnnyrockets,Verified,Restaurants,2.33
Pizza Man,6321 Van Nuys Blvd,Van Nuys,CA,91401,Los Angeles,Van Nuys,(818) 787-2895,Pizzaman.Delivery,,581222,,,,,,,,,,,,,,,,Verified,Restaurants,2.48
Eha Ha Tikis Inc,11026 Magnolia Blvd,North Hollywood,CA,91601,Los Angeles,Mid-Town North Hollywood,(818) 853-7447,Kahunatiki.Com,,581208,,1500,2230,1500,2230,1500,2230,1500,2330,1200,2330,1500,2130,http://twitter.com/search?q=kahuna%20tiki,http://www.facebook.com/pages/kahuna-tiki/254162371454203,Verified,Restaurants,4.25
Pizza Cookery,10371 Balboa Blvd,Granada Hills,CA,91344,Los Angeles,Granada Hills South,(818) 363-7705,Pizzacookerygranadahills.Com,,581222,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,http://twitter.com/pizzacookery,https://www.facebook.com/121847054557017,Verified,Restaurants,3.98
Atlas Ice Cream & Food,1068 S Vail Ave,Montebello,CA,90640,Los Angeles,Montebello,(323) 888-6611,,,581203,,730,1430,730,1430,730,1430,730,1430,730,1300,730,1300,,,Verified,,1.42
Comparis,5490 W Centinela Ave,Los Angeles,CA,90045,Los Angeles,Westchester,(310) 670-8122,Comparispizza.Com,,581222,,1100,2100,1100,2100,1100,2100,1100,2200,1700,2200,1700,2100,,https://www.facebook.com/pages/comparis-pizza/269538367257,Verified,,2.81
Wetzel's Pretzels,20700 Avalon Blvd # F02,Carson,CA,90746,Los Angeles,,(424) 329-3740,Wetzels.Com,,546108,,,,,,,,,,,,,,http://twitter.com/wetzelspretzels,,Verified,Restaurants,2.39
Burritos LA Palma,5120 Peck Rd,El Monte,CA,91732,Los Angeles,Norwood Cherrylee,(626) 350-8286,Blplapalma.Com,,581208,MEXICAN,900,2200,900,2200,900,2200,900,2200,900,2000,900,2200,http://twitter.com/blplapalma,http://www.facebook.com/blplapalma,Verified,Restaurants,0.94
Kim Bob Paradise,401 S Vermont Ave,Los Angeles,CA,90020,Los Angeles,Wilshire Center-Koreatown,(213) 382-3700,,,581208,,,,,,,,,,,,,,,http://www.facebook.com/pages/medina-meat-market/197289186954492,Verified,Restaurants,4.08
Shawarma House,6530 Lankershim Blvd # H,North Hollywood,CA,91606,Los Angeles,Mid-Town North Hollywood,(818) 762-1096,Nohoshawarmahouse.Blizzfull.Com,,581208,MEDITERRANEAN,,,,,,,,,,,,,,,Verified,Restaurants,2.92
Tumby's Pizza,7119 Rita Ave,Huntington Park,CA,90255,Los Angeles,Huntington Park,(323) 584-6090,,,581222,,,,,,,,,,,,,,,http://www.facebook.com/pages/tumbys-pizza-express-inc/634789526566164,Verified,Restaurants,1.59
SUBWAY,100 E Foothill Blvd,Arcadia,CA,91006,Los Angeles,Arcadia,(626) 445-5021,Subway.Com,,581208,DELI,600,2100,600,2100,600,2100,600,2100,700,2100,900,2100,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,3.32
White Hut,1500 Canada Blvd,Glendale,CA,91208,Los Angeles,,(818) 484-5866,Greatwhitehut.Com,,581208,,900,2100,900,2100,900,2100,900,2200,900,2200,Closed,,http://twitter.com/greatwhitehut,http://www.facebook.com/the-great-white-hut-1709557122647336,Verified,Restaurants,3.04
New York Pizzeria,364 N Lemon Ave,Walnut,CA,91789,Los Angeles,Walnut,(909) 594-5000,Newybestpizzeriacali.Com,,581222,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1200,2100,http://twitter.com/russosnyrest,http://www.facebook.com/new-york-pizzeria-1739408929696637,Verified,Restaurants,5.51
Twins Smokehouse Bbq,1555 W Willow St,Long Beach,CA,90810,Los Angeles,Upper Westside,(562) 427-4800,,,581208,BARBECUE,,,,,,,,,,,,,,,Verified,Restaurants,3.16
Millie's Cafe,1399 E Washington Blvd,Pasadena,CA,91104,Los Angeles,Historic Highlands,(626) 486-2407,Milliescafe.Com,,581214,,700,1600,700,1600,700,1600,700,1600,700,1600,700,1600,https://twitter.com/milliescafela,https://facebook.com/pages/millies-cafe/383443442466516,Verified,Restaurants,0.92
Shawarma Street LLC,7782 San Fernando Rd,Sun Valley,CA,91352,Los Angeles,Sun Valley,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.66
Pizza Hut,2218 S Garey Ave,Pomona,CA,91766,Los Angeles,,(909) 465-9200,Pizzahut.Com,,581222,,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,100,1000,100,1000,Open 24 Hours,http://twitter.com/pizzahut,http://www.facebook.com/pizzahut,Verified,Restaurants,1.48
Trani's Ristorante,584 W 9th St,San Pedro,CA,90731,Los Angeles,Central San Pedro,(310) 832-1220,Jtrani.Com,,581208,ITALIAN,1130,1400,1130,1400,1130,1400,1130,1400,1700,2130,1730,2100,https://twitter.com/jtranis,https://www.facebook.com/pages/j-tranis-ristorante/218515041510587,Verified,Restaurants,2.37
Sapori Ristorante,13723 Fiji Way,Marina Del Rey,CA,90292,Los Angeles,Marina Del Rey,(310) 821-1740,,,581208,ITALIAN,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2130,,https://www.facebook.com/pages/sapori-restaurant/1407915949450193,Verified,Restaurants,5.24
Sagigo,4022 Tyler Ave,El Monte,CA,91731,Los Angeles,Norwood Cherrylee,(626) 542-3467,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,5.14
South Cloud Restaurant Group,12503 Sherman Way,North Hollywood,CA,91605,Los Angeles,North Hollywood West,Not Available,,,581220,,,,,,,,,,,,,,,,Verified,Restaurants,4.26
Carl's Jr,1400 E Rosecrans Ave,Compton,CA,90221,Los Angeles,,(310) 632-6359,Carlsjr.Com,,581208,BURGERS,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/carlsjr,,Verified,Restaurants,2.54
Moon Juice LLC,507 Rose Ave # 150,Venice,CA,90291,Los Angeles,Venice,(310) 399-2929,Moonjuiceshop.Com,,549913,,700,2000,700,2000,700,2000,700,2000,700,2000,700,2000,http://twitter.com/moonjuiceshop,http://www.facebook.com/moonjuiceshop,Verified,Restaurants,1.60
Five Thousand Pies,2064 Santa Fe Ave,Long Beach,CA,90810,Los Angeles,Westside,(562) 901-0615,5000pies.Com,,581208,,,,,,,,,,,,,,,http://www.facebook.com/5000pies,Verified,Restaurants,4.41
Tnt Coffee Inc,9601 Wilshire Blvd # 1185,Beverly Hills,CA,90210,Los Angeles,Beverly Hills,Not Available,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,5.63
Big Mama's & Papa's Pizzeria,2307 Honolulu Ave,Glendale,CA,91208,Los Angeles,,(818) 957-7577,Bigmamasandpapasmontrose.Com,,581208,PIZZA,,,,,,,,,,,,,,http://www.facebook.com/pages/big-mamas-and-papas-pizzeria/115531458508890,Verified,Restaurants,1.40
Starbucks,3525 W Carson St # 78,Torrance,CA,90503,Los Angeles,Del Amo Fashion Center,(310) 371-0241,Starbucks.Com,,581228,,Closed,,Closed,,Closed,,630,Open 24 Hours,630,Open 24 Hours,Closed,,http://twitter.com/starbucks,http://www.facebook.com/147177808638221,Verified,Restaurants,1.73
Maya Tours,16724 Hawthorne Blvd,Lawndale,CA,90260,Los Angeles,Lawndale,(310) 622-2588,Flymaya.Com,,702101,,900,1700,900,1700,900,1700,900,1700,Closed,,Closed,,,,Verified,,4.72
Red Sail Inn,10728 Long Beach Blvd,Lynwood,CA,90262,Los Angeles,Lynwood,(310) 635-5859,,,701101,,,,,,,,,,,,,,,,Verified,Hotels,4.25
Magnolia Restaurant-Burbank,1915 W Magnolia Blvd,Burbank,CA,91506,Los Angeles,Chandler Park,(818) 954-9844,Magnolia-Restaurant.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,3.26
Lory's Restaurant,4963 W Sunset Blvd,Los Angeles,CA,90027,Los Angeles,Little Armenia,(323) 666-9631,,,581208,ASIAN,,,,,,,,,,,,,,,Verified,Restaurants,3.54
Golden Noodles Inc,3731 Wilshire Blvd # 920,Los Angeles,CA,90010,Los Angeles,Wilshire Center-Koreatown,Not Available,,,581208,ASIAN,,,,,,,,,,,,,,,Verified,Restaurants,3.68
Eagle Cafe,350 W 1st St # Cafe,Los Angeles,CA,90012,Los Angeles,,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.56
Rnj Southern Home Cooking,12817 Crenshaw Blvd,Hawthorne,CA,90250,Los Angeles,East Hawthorne,(310) 644-1711,,,581208,SEAFOOD,,,,,,,,,,,,,,http://www.facebook.com/pages/realll-good-eatin/521749437857726,Verified,,3.81
Cantaloop,7095 Hollywood Blvd # 106,Los Angeles,CA,90028,Los Angeles,Hollywood Hills West,(323) 874-0886,,,581208,,,,,,,,,,,,,,,,Verified,,1.84
Baileys Cafe,1055 W 7th St # 150,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 239-5657,,,581214,,,,,,,,,,,,,,,,Verified,Restaurants,1.37
Gin Sushi,3589 E Colorado Blvd,Pasadena,CA,91107,Los Angeles,,(626) 440-9611,Ginsushi.Com,,581208,SUSHI,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230,1130,2200,,http://www.facebook.com/pages/gin-sushi/116157171739301,Verified,Restaurants,1.37
Yellow Cafe,234 S Oxford Ave,Los Angeles,CA,90004,Los Angeles,Wilshire Center-Koreatown,(213) 365-0820,Theyellowhousecafe.Com,,581208,FUSION,1100,Open 24 Hours,1100,Open 24 Hours,1100,Open 24 Hours,1100,200,1100,200,1100,Open 24 Hours,https://twitter.com/yellowhousela,https://www.facebook.com/yellowhousecafela,Verified,Restaurants,3.70
Angel Catering,14528 Carmenita Rd,Norwalk,CA,90650,Los Angeles,Norwalk,(562) 407-1004,,,581212,,600,1500,600,1500,600,1500,600,1500,700,1500,Closed,,,https://www.facebook.com/pages/angel-catering/348531631977637,Verified,,3.81
Heights Deli & Bottle Shop,2927 N Broadway,Los Angeles,CA,90031,Los Angeles,Lincoln Heights,(323) 223-0708,Theheightsdeli.Com,,581208,DELI,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2130,http://twitter.com/theheightsdeli,,Verified,,2.54
Economy Inn Motel Sylmar-Mgnsn,12783 San Fernando Rd,Sylmar,CA,91342,Los Angeles,Sylmar,(818) 367-1223,Magnusonhotels.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/magnusonhotels,http://www.facebook.com/magnusonhotelsgroup,Verified,,4.06
Extra Express,20405 Business Pkwy,Walnut,CA,91789,Los Angeles,Industry,(562) 205-2570,Extraexpress.Com,,421205,,,,,,,,,,,,,,http://twitter.com/extraexpressinc,http://www.facebook.com/extraexpressinc,Verified,,2.43
Tangerine Catering,416 Via Almar,Palos Verdes Estates,CA,90274,Los Angeles,Palos Verdes Estates,(310) 373-9681,Tangerinecatering.Com,,581212,,,,,,,,,,,,,,,,Verified,,1.16
Chile Verde,6913 LA Tijera Blvd,Los Angeles,CA,90045,Los Angeles,,(310) 641-1510,Chileverde.Com,,581208,MEXICAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,http://twitter.com/thechileverde,http://www.facebook.com/pages/chile-verde-mexican-food/465430136827143,Verified,Restaurants,3.33
Mc Donald's,4848 Woodruff Ave,Lakewood,CA,90713,Los Angeles,Lakewood Park,(562) 429-6525,Mcdonalds.Com,,581208,BURGERS,530,2300,530,2300,530,2300,530,1200,530,1200,600,2300,http://twitter.com/mcdonalds,http://www.facebook.com/mcdonaldsus,Verified,Restaurants,4.31
Cafe Sevilla,140 Pine Ave,Long Beach,CA,90802,Los Angeles,Downtown Long Beach,(562) 495-1111,Cafesevilla.Com,,581208,SOUTH AMERICAN,1600,2300,1600,2300,1600,2300,1600,130,1130,130,1100,2300,http://twitter.com/sevillatapasie,https://www.facebook.com/cafesevillalongbeach,Verified,,4.01
Hey Thats Amore,27 E Holly St,Pasadena,CA,91103,Los Angeles,Downtown Pasadena,(626) 844-8716,,,581228,,,,,,,,,,,,,,,,Verified,,3.41
El Dorado Motel Gardena,15614 S Vermont Ave,Gardena,CA,90247,Los Angeles,Harbor Gateway North,(310) 400-7977,,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/magnusonhotels,,Verified,,3.81
Javista Organic Coffee Bar,6707 W Sunset Blvd,Los Angeles,CA,90028,Los Angeles,Central Hollywood,(323) 464-6707,Javistacafe.Com,,581219,,700,1900,700,1900,700,1900,700,1900,700,1900,700,1900,http://twitter.com/javistacoffee,http://www.facebook.com/javistacoffee,Verified,Restaurants,3.78
Johnny Rockets,245 Pine Ave # 110,Long Beach,CA,90802,Los Angeles,Promenade,(562) 983-1332,Johnnyrockets.Com,,581208,BURGERS,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,1000,Open 24 Hours,http://twitter.com/johnnyrockets,http://www.facebook.com/johnnyrockets,Verified,Restaurants,3.91
China Pearl Inc,10220 Norris Ave,Pacoima,CA,91331,Los Angeles,Pacoima,(626) 799-9500,Chinapearl-Usa.Com,,581208,CHINESE,,,,,,,,,,,,,,,Verified,,4.75
Mediterranean Express Grill,1616 Montebello Town Ctr,Montebello,CA,90640,Los Angeles,Montebello,(323) 887-4070,Medexpressgrill.Com,,581208,MEDITERRANEAN,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,Closed,,,,Verified,Restaurants,2.27
1 Gun Ranch LP,22634 Mansie Rd,Malibu,CA,90265,Los Angeles,,(310) 456-3810,1gunranch.Com,,701109,,,,,,,,,,,,,,http://twitter.com/onegunranch,https://www.facebook.com/1gunranch,Verified,,4.42
18th Street Arts Ctr,1639 18th St,Santa Monica,CA,90404,Los Angeles,Pico,(310) 453-3711,,,839998,,1100,1700,1100,1700,1100,1700,1100,1700,Closed,,Closed,,http://twitter.com/18thstreetarts,http://www.facebook.com/18thstreetarts,Verified,Sightseeing,1.51
101 Coffee Shop,6145 Franklin Ave,Los Angeles,CA,90028,Los Angeles,Hollywood Hills,(323) 467-1175,101coffeeshop.Com,,581208,AMERICAN,700,300,700,300,700,300,700,300,700,300,700,300,http://twitter.com/101coffeeshop,https://www.facebook.com/101coffeeshop,Verified,Restaurants,4.92
1642 Bar,1642 W Temple St,Los Angeles,CA,90026,Los Angeles,Echo Park,(213) 989-6836,,,581301,,1800,200,1800,200,1800,200,1800,200,1800,200,1800,Open 24 Hours,,http://www.facebook.com/pages/1642/167609646584587,Verified,Restaurants,5.82
10th Tee Bistro,16449 Piuma Ave,Cerritos,CA,90703,Los Angeles,Cerritos,(562) 916-8400,,,581208,BISTRO,,,,,,,,,,,,,,,Verified,Restaurants,5.58
1200 Riverside,1200 W Riverside Dr,Burbank,CA,91506,Los Angeles,Rancho Adjacent,(818) 843-2441,Liveat1200riverside.Com,,651303,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1700,,https://facebook.com/1200riverside,Verified,,2.82
161st Street Pizzeria,3252 Cahuenga Blvd W,Los Angeles,CA,90068,Los Angeles,Hollywood Hills West,(323) 851-6161,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,1.94
2 For 1 Pizza Co,3480 E Cesar E Chavez Ave,Los Angeles,CA,90063,Los Angeles,East Los Angeles,(323) 269-9421,2for1pizzamiami.Com,,581222,,1130,2300,1130,2300,1130,2300,1130,1500,2100,100,1130,2300,,http://www.facebook.com/pages/2-for-1-pizza/34092214970,Verified,Restaurants,5.26
02 Sushi Restaurant,245 E Colorado Blvd,Pasadena,CA,91101,Los Angeles,Downtown Pasadena,(626) 844-0239,O2sushirestaurant.Com,,581208,SUSHI,1130,2200,1130,2200,1130,2200,1130,2230,1200,2230,1630,2130,,http://www.facebook.com/o2sushipasadena,Verified,Restaurants,5.31
0 Degrees,12209 Norwalk Blvd,Norwalk,CA,90650,Los Angeles,Norwalk,(562) 465-0065,Zerodegreesco.Com,,581248,,,,,,,,,,,,,,,,Verified,,4.36
10 Speed Coffee,23504 Calabasas Rd,Calabasas,CA,91302,Los Angeles,,(818) 225-8231,10speedcoffee.Com,,549938,,600,1800,600,1800,600,1800,600,1800,600,1800,600,1800,http://twitter.com/10speedcoffee,https://www.facebook.com/10speedcoffee,Verified,Restaurants,1.87
1810 Argentinian Restaurant,121 W Colorado Blvd,Pasadena,CA,91105,Los Angeles,Old Pasadena,(626) 795-5658,1810restaurant.Com,,581208,SOUTH AMERICAN,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1200,2200,,https://www.facebook.com/1810argentinianrestaurant,Verified,Restaurants,3.39
101 Noodle Express,750 E Green St,Pasadena,CA,91101,Los Angeles,Playhouse District,(626) 327-5888,Ww1.101noodleexpress.Net,,581208,ASIAN,,,,,,,,,,,,,,,Verified,Restaurants,4.85
101 Asian Kitchen Inc,7170 Beverly Blvd,Los Angeles,CA,90036,Los Angeles,,(323) 934-2999,101asiankitchen.Com,,581208,ASIAN,1100,245,1100,245,1100,245,1100,245,1100,245,1500,2300,http://twitter.com/101asiankitchen,https://www.facebook.com/101-asian-kitchen-1735500476696210,Verified,Restaurants,4.04
1 Bite Sushi,231 N LA Peer Dr,Beverly Hills,CA,90211,Los Angeles,Beverly Hills,Not Available,,,581208,SUSHI,,,,,,,,,,,,,,,Verified,Restaurants,2.03
2 Moon Bbq,480 N Western Ave,Los Angeles,CA,90004,Los Angeles,Greater Wilshire,(323) 465-6707,,,581208,BARBECUE,,,,,,,,,,,,,,,Verified,Restaurants,4.72
150 E 94th Street LLC,16217 Kittridge St,Van Nuys,CA,91406,Los Angeles,Lake Balboa,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,,1.92
1739 Public House Hollywood,1739 N Vermont Ave,Los Angeles,CA,90027,Los Angeles,Greater Griffith Park,(323) 663-1739,1739publichouse.Com,,581208,AMERICAN,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,,,Verified,Sightseeing,5.59
2 For 1 Pizza,2528 S Figueroa St,Los Angeles,CA,90007,Los Angeles,,(213) 749-4515,,,581222,,1000,2230,1000,2230,1000,2230,1000,2330,1000,2330,1000,2230,,,Verified,Restaurants,2.13
2 For 1 Pizza,1905 S Western Ave # 3,Los Angeles,CA,90018,Los Angeles,,(323) 737-2911,2for1pizzala.Com,,581208,PIZZA,1000,2230,1000,2230,1000,2230,1000,2330,1000,2330,1000,2230,,,Verified,Restaurants,5.41
1177 Creative Studio,1100 Wilshire Blvd # 2410,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 403-1711,,,841202,,,,,,,,,,,,,,,,Verified,,5.50
1 Family 1 Restaurant,40320 Nido Ct # 2b,Palmdale,CA,93551,Los Angeles,,(805) 603-1317,1f1r.Com,,581208,,,,,,,,,,,,,,http://twitter.com/1f1rfoundation,http://www.facebook.com/1f1rfoundation/?ref=hl,Verified,Restaurants,2.03
1 Love Bakery,17928 Ventura Blvd,Encino,CA,91316,Los Angeles,Encino,(818) 881-1100,,,581208,BAKERY,,,,,,,,,,,,,,,Verified,Restaurants,1.03
1 Oak L A,9039 W Sunset Blvd,West Hollywood,CA,90069,Los Angeles,West Hollywood,(310) 274-2326,1oakla.Com,,581304,,,,,,,,,,,,,,,http://www.facebook.com/1oakla,Verified,,3.74
1000 Degrees Pizzeria LLC,9420 Reseda Blvd # 3,Northridge,CA,91324,Los Angeles,Northridge East,Not Available,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,3.45
101 Bar & Bbq,10631 Valley Mall,El Monte,CA,91731,Los Angeles,Downtown El Monte,(626) 579-6888,101bbq.Com,,581208,BARBECUE,,,,,,,,,,,,,,,Verified,Restaurants,1.23
101 Hot Pot Cafe,140 W Valley Blvd # 108,San Gabriel,CA,91776,Los Angeles,,(626) 288-7088,,,581208,ASIAN,,,,,,,,,,,,,,http://www.facebook.com/pages/101hotpot/169773973078725,Verified,Restaurants,3.77
101 Noodle Express,1408 E Valley Blvd,Alhambra,CA,91801,Los Angeles,Alhambra,(626) 300-8654,101noodleexpress.Com,,581208,ASIAN,1100,100,1100,100,1100,100,1100,100,1100,100,1100,100,,,Verified,Restaurants,5.84
101 Noodle Express & Grill,500 N Atlantic Blvd # 109,Monterey Park,CA,91754,Los Angeles,Monterey Park,(626) 281-6888,101noodleexpresstogo.Com,,581208,ASIAN,1100,2300,1100,2300,1100,2300,1100,Open 24 Hours,1100,Open 24 Hours,1100,2300,,,Verified,Restaurants,4.55
101 North Eatery & Bar,30760 Russell Ranch Rd # D,Westlake Village,CA,91362,Los Angeles,,(805) 852-1588,101northeateryandbar.Com,,581208,,1600,2300,1600,2300,1600,2300,Open 24 Hours,Open 24 Hours,Closed,,Closed,,,https://www.facebook.com/101northeateryandbar,Verified,Restaurants,4.85
101 Restaurant Group,101 S Main St,Pomona,CA,91766,Los Angeles,Downtown Pomona,Not Available,,,581220,,,,,,,,,,,,,,,,Verified,Restaurants,1.02
10e,811 W 7th St,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 488-1096,10erestaurant.Com,,581208,MIDDLE EASTERN,1100,2230,1100,2230,1100,2330,1100,2330,1100,2330,1100,2230,http://twitter.com/10e_dtla,https://www.facebook.com/10erestaurant,Verified,,3.96
10th Hole Bar & Grill,1456 E Mendocino St,Altadena,CA,91001,Los Angeles,,(626) 797-3821,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.59
110 & Bellevue,465 S Arroyo Pkwy,Pasadena,CA,91105,Los Angeles,Raymond Hill,(626) 204-2266,Wholefoodsmarket.Com,,581208,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://www.twitter.com/wholefoods,http://www.facebook.com/wholefoods,Verified,Restaurants,4.71
11123 Long Beach LTD,11123 Long Beach Blvd,Lynwood,CA,90262,Los Angeles,Lynwood,(310) 637-9222,,,581230,,,,,,,,,,,,,,,,Verified,,3.80
1160 Lounge,1160 N Vermont Ave,Los Angeles,CA,90029,Los Angeles,East Hollywood,(323) 315-1845,Thehollywoodhotel.Com,,581303,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/hollywoodhotel1,http://www.facebook.com/thehollywoodhotel,Verified,Restaurants,5.28
